Nr,Datum,Zeit,Heim,Var.5,Gast,Tore,Punkte,Var.9,Var.10,season,team,league,place,points_won,points_lost
76,11.12.11,16:00,HSV Frechen,NA,Stolberger SV,39:27,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
74,11.12.11,18:00,Weidener TV 2,NA,TuS Dollendorf,37:27,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
78,14.01.12,17:30,TSV Bonn rrh. 2,NA,TV Euenheim,36:33,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
82,14.01.12,18:00,TuS Dollendorf,NA,TV Roetgen,33:29,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
80,14.01.12,19:30,HSG Niederpleis / St. Augustin 2,NA,HSG Merkstein,25:22,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
84,14.01.12,19:30,HSG Geislar-Oberkassel,NA,Stolberger SV,31:36,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
81,14.01.12,19:45,TV Birkesdorf,NA,Weidener TV 2,31:32,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
79,15.01.12,18:00,Siegburger TV,NA,DJK BTB Aachen 2,23:29,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
83,15.01.12,18:00,VfL Bardenberg,NA,HSV Frechen,33:40,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
91,19.01.12,20:30,Stolberger SV,NA,VfL Bardenberg,33:24,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
86,21.01.12,17:30,DJK BTB Aachen 2,NA,TSV Bonn rrh. 2,26:27,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
90,21.01.12,18:00,HSV Frechen,NA,TuS Dollendorf,42:25,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
85,21.01.12,19:30,TV Euenheim,NA,HSG Geislar-Oberkassel,37:34,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
89,21.01.12,19:45,TV Roetgen,NA,TV Birkesdorf,23:37,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
87,21.01.12,20:00,HSG Merkstein,NA,Siegburger TV,36:36,1:1,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
88,22.01.12,18:00,Weidener TV 2,NA,HSG Niederpleis / St. Augustin 2,24:21,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
92,28.01.12,17:30,DJK BTB Aachen 2,NA,TV Euenheim,40:28,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
98,28.01.12,17:45,Stolberger SV,NA,TuS Dollendorf,36:33,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
97,28.01.12,19:00,HSV Frechen,NA,TV Birkesdorf,29:32,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
96,28.01.12,19:45,TV Roetgen,NA,HSG Niederpleis / St. Augustin 2,28:31,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
94,28.01.12,20:00,HSG Merkstein,NA,TSV Bonn rrh. 2,33:24,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
95,29.01.12,17:00,Weidener TV 2,NA,Siegburger TV,37:38,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
93,29.01.12,18:00,VfL Bardenberg,NA,HSG Geislar-Oberkassel,35:29,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
103,04.02.12,17:30,HSG Niederpleis / St. Augustin 2,NA,HSV Frechen,32:28,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
105,04.02.12,18:00,TuS Dollendorf,NA,VfL Bardenberg,21:28,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
100,04.02.12,19:00,HSG Geislar-Oberkassel,NA,DJK BTB Aachen 2,29:29,1:1,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
99,04.02.12,19:30,TV Euenheim,NA,HSG Merkstein,32:29,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
104,04.02.12,19:45,TV Birkesdorf,NA,Stolberger SV,34:27,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
102,05.02.12,14:00,Siegburger TV,NA,TV Roetgen,41:28,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
101,05.02.12,16:15,TSV Bonn rrh. 2,NA,Weidener TV 2,38:38,1:1,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
111,11.02.12,17:45,Stolberger SV,NA,HSG Niederpleis / St. Augustin 2,34:34,1:1,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
108,11.02.12,18:00,TuS Dollendorf,NA,HSG Geislar-Oberkassel,27:31,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
110,11.02.12,19:00,HSV Frechen,NA,Siegburger TV,37:36,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
109,11.02.12,19:45,TV Roetgen,NA,TSV Bonn rrh. 2,27:27,1:1,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
107,11.02.12,20:00,HSG Merkstein,NA,DJK BTB Aachen 2,32:29,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
106,12.02.12,18:00,Weidener TV 2,NA,TV Euenheim,38:40,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
112,12.02.12,18:00,VfL Bardenberg,NA,TV Birkesdorf,28:37,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
114,25.02.12,17:30,DJK BTB Aachen 2,NA,Weidener TV 2,31:34,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
116,25.02.12,17:30,TSV Bonn rrh. 2,NA,HSV Frechen,32:40,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
118,25.02.12,17:30,HSG Niederpleis / St. Augustin 2,NA,VfL Bardenberg,36:31,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
115,25.02.12,19:00,HSG Geislar-Oberkassel,NA,HSG Merkstein,27:30,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
113,25.02.12,19:30,TV Euenheim,NA,TV Roetgen,33:20,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
119,25.02.12,19:45,TV Birkesdorf,NA,TuS Dollendorf,34:29,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
117,26.02.12,18:00,Siegburger TV,NA,Stolberger SV,34:33,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
124,03.03.12,17:45,Stolberger SV,NA,TSV Bonn rrh. 2,37:29,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
126,03.03.12,18:00,TuS Dollendorf,NA,HSG Niederpleis / St. Augustin 2,28:32,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
120,03.03.12,19:00,HSV Frechen,NA,TV Euenheim,39:34,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
121,03.03.12,19:45,TV Roetgen,NA,DJK BTB Aachen 2,23:28,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
123,03.03.12,19:45,TV Birkesdorf,NA,HSG Geislar-Oberkassel,34:25,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
122,04.03.12,18:00,Weidener TV 2,NA,HSG Merkstein,31:32,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
125,04.03.12,18:00,VfL Bardenberg,NA,Siegburger TV,28:28,1:1,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
128,10.03.12,17:30,DJK BTB Aachen 2,NA,HSV Frechen,23:30,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
130,10.03.12,19:00,HSG Geislar-Oberkassel,NA,Weidener TV 2,49:37,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
132,10.03.12,19:00,Siegburger TV,NA,TuS Dollendorf,38:27,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
127,10.03.12,19:30,TV Euenheim,NA,Stolberger SV,31:25,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
133,10.03.12,19:30,HSG Niederpleis / St. Augustin 2,NA,TV Birkesdorf,30:34,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
129,10.03.12,20:00,HSG Merkstein,NA,TV Roetgen,36:20,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
131,11.03.12,15:00,TSV Bonn rrh. 2,NA,VfL Bardenberg,33:41,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
136,17.03.12,17:00,HSV Frechen,NA,HSG Merkstein,45:33,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
138,17.03.12,17:30,HSG Niederpleis / St. Augustin 2,NA,HSG Geislar-Oberkassel,28:29,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
135,17.03.12,17:45,Stolberger SV,NA,DJK BTB Aachen 2,25:23,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
139,17.03.12,18:00,TuS Dollendorf,NA,TSV Bonn rrh. 2,25:28,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
137,17.03.12,19:45,TV Roetgen,NA,Weidener TV 2,32:39,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
140,17.03.12,19:45,TV Birkesdorf,NA,Siegburger TV,41:38,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
134,18.03.12,18:00,VfL Bardenberg,NA,TV Euenheim,28:28,1:1,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
142,24.03.12,16:30,DJK BTB Aachen 2,NA,VfL Bardenberg,22:23,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
146,24.03.12,17:30,TSV Bonn rrh. 2,NA,TV Birkesdorf,27:31,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
144,24.03.12,17:45,Weidener TV 2,NA,HSV Frechen,31:38,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
145,24.03.12,19:00,HSG Geislar-Oberkassel,NA,TV Roetgen,31:30,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
147,24.03.12,19:00,Siegburger TV,NA,HSG Niederpleis / St. Augustin 2,28:31,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
141,24.03.12,19:30,TV Euenheim,NA,TuS Dollendorf,31:29,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
143,24.03.12,20:00,HSG Merkstein,NA,Stolberger SV,26:24,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
154,31.03.12,17:30,HSG Niederpleis / St. Augustin 2,NA,TSV Bonn rrh. 2,26:22,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
151,31.03.12,17:45,Stolberger SV,NA,Weidener TV 2,31:36,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
149,31.03.12,18:00,TuS Dollendorf,NA,DJK BTB Aachen 2,21:28,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
153,31.03.12,19:00,Siegburger TV,NA,HSG Geislar-Oberkassel,33:32,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
148,31.03.12,19:45,TV Birkesdorf,NA,TV Euenheim,42:25,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
150,01.04.12,18:00,VfL Bardenberg,NA,HSG Merkstein,25:27,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
152,15.04.12,17:00,HSV Frechen,NA,TV Roetgen,38:20,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
156,21.04.12,17:30,DJK BTB Aachen 2,NA,TV Birkesdorf,31:38,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
161,21.04.12,17:30,TSV Bonn rrh. 2,NA,Siegburger TV,26:29,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
158,21.04.12,17:45,Weidener TV 2,NA,VfL Bardenberg,33:28,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
160,21.04.12,19:00,HSG Geislar-Oberkassel,NA,HSV Frechen,29:36,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
159,21.04.12,19:45,TV Roetgen,NA,Stolberger SV,30:41,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
157,21.04.12,20:00,HSG Merkstein,NA,TuS Dollendorf,48:25,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
155,22.04.12,16:30,TV Euenheim,NA,HSG Niederpleis / St. Augustin 2,28:32,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
168,28.04.12,16:00,TSV Bonn rrh. 2,NA,HSG Geislar-Oberkassel,31:35,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
163,28.04.12,17:30,HSG Niederpleis / St. Augustin 2,NA,DJK BTB Aachen 2,36:19,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
165,28.04.12,18:00,TuS Dollendorf,NA,Weidener TV 2,23:29,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
164,28.04.12,19:45,TV Birkesdorf,NA,HSG Merkstein,23:27,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
167,28.04.12,19:45,Stolberger SV,NA,HSV Frechen,37:34,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
162,29.04.12,18:00,Siegburger TV,NA,TV Euenheim,38:43,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
166,29.04.12,18:00,VfL Bardenberg,NA,TV Roetgen,31:17,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
169,05.05.12,17:00,TV Euenheim,NA,TSV Bonn rrh. 2,34:32,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
170,05.05.12,17:30,DJK BTB Aachen 2,NA,Siegburger TV,36:36,1:1,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
175,05.05.12,17:45,Stolberger SV,NA,HSG Geislar-Oberkassel,34:32,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
172,05.05.12,18:00,Weidener TV 2,NA,TV Birkesdorf,33:43,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
174,05.05.12,19:00,HSV Frechen,NA,VfL Bardenberg,37:27,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
173,05.05.12,19:45,TV Roetgen,NA,TuS Dollendorf,33:24,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
171,05.05.12,20:00,HSG Merkstein,NA,HSG Niederpleis / St. Augustin 2,27:26,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
176,13.05.12,11:00,HSG Geislar-Oberkassel,NA,TV Euenheim,32:29,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
177,13.05.12,11:00,TSV Bonn rrh. 2,NA,DJK BTB Aachen 2,32:21,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
178,13.05.12,11:00,Siegburger TV,NA,HSG Merkstein,31:33,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
179,13.05.12,11:00,HSG Niederpleis / St. Augustin 2,NA,Weidener TV 2,36:34,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
180,13.05.12,11:00,TV Birkesdorf,NA,TV Roetgen,45:24,2:0,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
181,13.05.12,11:00,TuS Dollendorf,NA,HSV Frechen,33:36,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
182,13.05.12,11:00,VfL Bardenberg,NA,Stolberger SV,25:37,0:2,NA,NA,2011/2012,2. Herren,Landesliga,11,19,33
6,05.09.10,18:00,SG Ollheim-Strassfeld,NA,TV Roetgen,31:23,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
4,11.09.10,17:30,TSV Bonn rrh. 2,NA,HSG Merkstein,33:32,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
1,11.09.10,19:00,HSV Frechen,NA,HSG Niederpleis / St. Augustin 2,31:27,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
2,11.09.10,19:45,TV Birkesdorf,NA,VfL Bardenberg,30:31,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
7,11.09.10,19:45,HSG Düren 99/Gürzenich,NA,Borussia Brand,34:31,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
5,12.09.10,16:00,Siegburger TV,NA,TV Euenheim,28:34,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
3,12.09.10,18:00,TuS Dollendorf,NA,Weidener TV 2,29:37,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
9,18.09.10,17:30,HSG Niederpleis / St. Augustin 2,NA,TV Birkesdorf,29:35,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
8,18.09.10,17:45,Weidener TV 2,NA,HSV Frechen,28:45,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
11,18.09.10,19:30,TV Euenheim,NA,TSV Bonn rrh. 2,32:39,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
13,18.09.10,19:30,Borussia Brand,NA,SG Ollheim-Strassfeld,36:41,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
10,18.09.10,20:00,HSG Merkstein,NA,TuS Dollendorf,35:18,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
12,19.09.10,17:15,TV Roetgen,NA,Siegburger TV,36:26,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
14,19.09.10,18:00,VfL Bardenberg,NA,HSG Düren 99/Gürzenich,35:18,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
16,25.09.10,17:30,HSG Niederpleis / St. Augustin 2,NA,Weidener TV 2,24:27,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
19,25.09.10,17:30,TSV Bonn rrh. 2,NA,TV Roetgen,31:31,1:1,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
15,25.09.10,18:00,HSV Frechen,NA,HSG Merkstein,20:26,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
17,25.09.10,19:45,TV Birkesdorf,NA,HSG Düren 99/Gürzenich,33:24,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
18,26.09.10,11:00,TuS Dollendorf,NA,TV Euenheim,25:32,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
20,26.09.10,16:30,Siegburger TV,NA,Borussia Brand,49:42,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
21,26.09.10,18:00,SG Ollheim-Strassfeld,NA,VfL Bardenberg,33:25,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
24,02.10.10,17:45,Weidener TV 2,NA,TV Birkesdorf,35:33,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
28,02.10.10,18:45,HSG Düren 99/Gürzenich,NA,SG Ollheim-Strassfeld,19:40,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
22,02.10.10,19:30,TV Euenheim,NA,HSV Frechen,40:31,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
26,02.10.10,19:30,Borussia Brand,NA,TSV Bonn rrh. 2,28:34,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
25,02.10.10,19:45,TV Roetgen,NA,TuS Dollendorf,32:21,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
23,02.10.10,20:00,HSG Merkstein,NA,HSG Niederpleis / St. Augustin 2,26:19,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
27,03.10.10,18:00,VfL Bardenberg,NA,Siegburger TV,31:29,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
31,30.10.10,16:15,Weidener TV 2,NA,HSG Merkstein,28:25,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
30,30.10.10,17:30,HSG Niederpleis / St. Augustin 2,NA,TV Euenheim,32:21,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
34,30.10.10,17:30,TSV Bonn rrh. 2,NA,VfL Bardenberg,29:30,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
32,30.10.10,19:45,TV Birkesdorf,NA,SG Ollheim-Strassfeld,36:34,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
29,30.10.10,20:00,HSV Frechen,NA,TV Roetgen,31:31,1:1,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
33,31.10.10,11:00,TuS Dollendorf,NA,Borussia Brand,20:31,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
35,31.10.10,16:00,Siegburger TV,NA,HSG Düren 99/Gürzenich,34:24,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
37,06.11.10,19:45,TV Roetgen,NA,HSG Niederpleis / St. Augustin 2,28:25,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
41,06.11.10,19:45,HSG Düren 99/Gürzenich,NA,TSV Bonn rrh. 2,23:25,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
39,06.11.10,20:00,HSG Merkstein,NA,TV Birkesdorf,25:35,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
36,07.11.10,16:45,Borussia Brand,NA,HSV Frechen,31:32,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
40,07.11.10,18:00,VfL Bardenberg,NA,TuS Dollendorf,30:17,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
42,07.11.10,18:00,SG Ollheim-Strassfeld,NA,Siegburger TV,43:28,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
38,07.11.10,18:15,Weidener TV 2,NA,TV Euenheim,38:26,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
45,13.11.10,16:15,Weidener TV 2,NA,TV Roetgen,27:26,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
44,13.11.10,17:30,HSG Niederpleis / St. Augustin 2,NA,Borussia Brand,38:28,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
49,13.11.10,17:30,TSV Bonn rrh. 2,NA,SG Ollheim-Strassfeld,33:33,1:1,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
43,13.11.10,18:00,HSV Frechen,NA,VfL Bardenberg,34:34,1:1,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
47,13.11.10,19:45,TV Birkesdorf,NA,Siegburger TV,36:28,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
46,13.11.10,20:00,HSG Merkstein,NA,TV Euenheim,35:22,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
48,14.11.10,19:00,TuS Dollendorf,NA,HSG Düren 99/Gürzenich,22:20,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
54,27.11.10,19:30,TV Euenheim,NA,TV Birkesdorf,30:25,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
50,27.11.10,19:45,HSG Düren 99/Gürzenich,NA,HSV Frechen,18:30,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
52,27.11.10,19:45,Borussia Brand,NA,Weidener TV 2,30:41,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
56,28.11.10,16:45,Siegburger TV,NA,TSV Bonn rrh. 2,35:45,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
51,28.11.10,18:00,VfL Bardenberg,NA,HSG Niederpleis / St. Augustin 2,26:23,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
53,28.11.10,18:00,TV Roetgen,NA,HSG Merkstein,28:31,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
55,28.11.10,18:00,SG Ollheim-Strassfeld,NA,TuS Dollendorf,30:20,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
59,04.12.10,16:15,Weidener TV 2,NA,VfL Bardenberg,19:21,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
58,04.12.10,17:30,HSG Niederpleis / St. Augustin 2,NA,HSG Düren 99/Gürzenich,27:14,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
57,04.12.10,18:00,HSV Frechen,NA,SG Ollheim-Strassfeld,33:28,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
61,04.12.10,19:30,TV Euenheim,NA,TV Roetgen,39:34,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
62,04.12.10,19:45,TV Birkesdorf,NA,TSV Bonn rrh. 2,29:31,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
60,04.12.10,20:00,HSG Merkstein,NA,Borussia Brand,34:23,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
63,05.12.10,19:00,TuS Dollendorf,NA,Siegburger TV,41:33,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
64,11.12.10,19:30,Siegburger TV,NA,HSV Frechen,36:33,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
68,11.12.10,19:30,TV Euenheim,NA,Borussia Brand,38:30,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
66,11.12.10,19:45,HSG Düren 99/Gürzenich,NA,Weidener TV 2,23:38,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
69,11.12.10,19:45,TV Roetgen,NA,TV Birkesdorf,39:37,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
70,12.12.10,13:45,TSV Bonn rrh. 2,NA,TuS Dollendorf,41:39,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
65,12.12.10,18:00,SG Ollheim-Strassfeld,NA,HSG Niederpleis / St. Augustin 2,32:23,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
67,12.12.10,18:00,VfL Bardenberg,NA,HSG Merkstein,21:21,1:1,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
73,18.12.10,16:15,Weidener TV 2,NA,SG Ollheim-Strassfeld,25:33,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
72,18.12.10,17:30,HSG Niederpleis / St. Augustin 2,NA,Siegburger TV,30:30,1:1,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
71,18.12.10,18:00,HSV Frechen,NA,TSV Bonn rrh. 2,34:34,1:1,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
74,18.12.10,18:00,HSG Merkstein,NA,HSG Düren 99/Gürzenich,38:24,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
75,18.12.10,19:30,TV Euenheim,NA,VfL Bardenberg,22:18,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
76,18.12.10,19:45,TV Roetgen,NA,Borussia Brand,40:33,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
77,18.12.10,19:45,TV Birkesdorf,NA,TuS Dollendorf,50:27,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
79,15.01.11,17:30,TSV Bonn rrh. 2,NA,HSG Niederpleis / St. Augustin 2,30:33,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
82,15.01.11,19:45,HSG Düren 99/Gürzenich,NA,TV Euenheim,26:44,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
78,16.01.11,11:00,TuS Dollendorf,NA,HSV Frechen,22:33,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
