Nr,Datum,Zeit,Heim,Var.5,Gast,Tore,Punkte,Var.9,Var.10,season,team,league,place,points_won,points_lost
5,17.09.16,19:00,ART Düsseldorf,NA,Pulheimer SC,30:22,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
3,17.09.16,19:30,TV Aldekerk,NA,HSG Bergische Panther,31:29,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
6,17.09.16,19:30,TSV Bonn rrh.,NA,Bergischer HC II,26:27,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
2,17.09.16,19:45,Weidener TV,NA,TuS 82 Opladen,26:29,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
1,18.09.16,16:00,TuSEM Essen II,NA,HC Wölfe Nordrhein,30:28,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
10,24.09.16,18:30,TV Jahn Köln-Wahn,NA,TV Aldekerk,24:27,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
14,24.09.16,19:15,TuS 82 Opladen,NA,VfB Homberg,31:29,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
11,24.09.16,19:30,Pulheimer SC,NA,HSG Rheinbach-Wormersdorf,22:21,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
12,24.09.16,19:30,Bergischer HC II,NA,ART Düsseldorf,27:32,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
13,24.09.16,19:30,Borussia M´gladbach,NA,TSV Bonn rrh.,26:27,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
8,25.09.16,17:00,HSG Bergische Panther,NA,TuSEM Essen II,28:25,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
9,25.09.16,17:00,HC Wölfe Nordrhein,NA,Weidener TV,29:24,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
17,30.09.16,20:30,Weidener TV,NA,VfB Homberg,26:28,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
19,01.10.16,19:00,HSG Rheinbach-Wormersdorf,NA,Bergischer HC II,22:24,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
20,01.10.16,19:00,ART Düsseldorf,NA,Borussia M´gladbach,31:28,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
18,01.10.16,19:30,TV Aldekerk,NA,Pulheimer SC,28:24,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
21,01.10.16,19:30,TSV Bonn rrh.,NA,TuS 82 Opladen,35:29,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
15,02.10.16,16:00,TuSEM Essen II,NA,TV Jahn Köln-Wahn,25:32,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
16,02.10.16,17:00,HC Wölfe Nordrhein,NA,HSG Bergische Panther,24:24,1:1,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
25,08.10.16,18:00,Bergischer HC II,NA,TV Aldekerk,27:27,1:1,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
27,08.10.16,19:15,TuS 82 Opladen,NA,ART Düsseldorf,28:27,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
22,08.10.16,19:30,Pulheimer SC,NA,TuSEM Essen II,28:31,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
26,08.10.16,19:30,Borussia M´gladbach,NA,HSG Rheinbach-Wormersdorf,20:22,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
28,09.10.16,16:00,VfB Homberg,NA,TSV Bonn rrh.,28:32,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
23,09.10.16,17:00,TV Jahn Köln-Wahn,NA,HC Wölfe Nordrhein,30:27,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
24,09.10.16,17:00,HSG Bergische Panther,NA,Weidener TV,35:20,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
40,22.10.16,19:15,TuS 82 Opladen,NA,TV Aldekerk,31:37,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
34,29.10.16,19:00,HSG Rheinbach-Wormersdorf,NA,TuS 82 Opladen,28:20,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
35,29.10.16,19:00,ART Düsseldorf,NA,VfB Homberg,28:27,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
33,29.10.16,19:30,TV Aldekerk,NA,Borussia M´gladbach,27:23,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
32,29.10.16,19:45,Weidener TV,NA,TSV Bonn rrh.,20:28,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
29,30.10.16,16:00,TuSEM Essen II,NA,Bergischer HC II,26:25,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
30,30.10.16,17:00,HC Wölfe Nordrhein,NA,Pulheimer SC,24:24,1:1,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
31,30.10.16,17:00,HSG Bergische Panther,NA,TV Jahn Köln-Wahn,31:34,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
39,05.11.16,18:30,TV Jahn Köln-Wahn,NA,Weidener TV,28:28,1:1,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
41,05.11.16,18:30,VfB Homberg,NA,HSG Rheinbach-Wormersdorf,26:25,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
37,05.11.16,19:00,Bergischer HC II,NA,HC Wölfe Nordrhein,22:24,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
36,05.11.16,19:30,Borussia M´gladbach,NA,TuSEM Essen II,21:29,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
38,05.11.16,19:30,Pulheimer SC,NA,HSG Bergische Panther,25:32,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
42,05.11.16,19:30,TSV Bonn rrh.,NA,ART Düsseldorf,27:24,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
47,11.11.16,20:30,Weidener TV,NA,ART Düsseldorf,28:31,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
46,12.11.16,18:30,TV Jahn Köln-Wahn,NA,Pulheimer SC,31:22,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
49,12.11.16,19:00,HSG Rheinbach-Wormersdorf,NA,TSV Bonn rrh.,24:24,1:1,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
48,12.11.16,19:30,TV Aldekerk,NA,VfB Homberg,32:30,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
43,13.11.16,16:00,TuSEM Essen II,NA,TuS 82 Opladen,28:25,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
44,13.11.16,17:00,HC Wölfe Nordrhein,NA,Borussia M´gladbach,26:25,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
45,13.11.16,17:00,HSG Bergische Panther,NA,Bergischer HC II,34:19,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
50,26.11.16,18:30,VfB Homberg,NA,TuSEM Essen II,23:24,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
56,26.11.16,19:00,ART Düsseldorf,NA,HSG Rheinbach-Wormersdorf,23:25,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
51,26.11.16,19:15,TuS 82 Opladen,NA,HC Wölfe Nordrhein,26:25,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
52,26.11.16,19:30,Borussia M´gladbach,NA,HSG Bergische Panther,23:26,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
54,26.11.16,19:30,Pulheimer SC,NA,Weidener TV,28:24,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
55,26.11.16,19:30,TSV Bonn rrh.,NA,TV Aldekerk,33:30,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
53,27.11.16,14:00,Bergischer HC II,NA,TV Jahn Köln-Wahn,25:27,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
62,02.12.16,20:30,Weidener TV,NA,HSG Rheinbach-Wormersdorf,25:19,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
63,03.12.16,18:00,TV Aldekerk,NA,ART Düsseldorf,35:36,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
60,03.12.16,18:30,TV Jahn Köln-Wahn,NA,Borussia M´gladbach,27:24,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
61,03.12.16,19:30,Pulheimer SC,NA,Bergischer HC II,36:28,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
57,04.12.16,16:00,TuSEM Essen II,NA,TSV Bonn rrh.,28:25,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
58,04.12.16,17:00,HC Wölfe Nordrhein,NA,VfB Homberg,24:23,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
59,04.12.16,17:00,HSG Bergische Panther,NA,TuS 82 Opladen,26:19,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
66,10.12.16,18:30,VfB Homberg,NA,HSG Bergische Panther,18:27,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
64,10.12.16,19:00,ART Düsseldorf,NA,TuSEM Essen II,25:36,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
70,10.12.16,19:00,HSG Rheinbach-Wormersdorf,NA,TV Aldekerk,32:28,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
67,10.12.16,19:15,TuS 82 Opladen,NA,TV Jahn Köln-Wahn,29:26,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
65,10.12.16,19:30,TSV Bonn rrh.,NA,HC Wölfe Nordrhein,22:21,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
68,10.12.16,19:30,Borussia M´gladbach,NA,Pulheimer SC,34:27,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
69,11.12.16,16:00,Bergischer HC II,NA,Weidener TV,27:32,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
76,17.12.16,16:30,Bergischer HC II,NA,Borussia M´gladbach,28:20,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
74,17.12.16,17:00,TV Jahn Köln-Wahn,NA,VfB Homberg,24:21,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
75,17.12.16,17:30,Pulheimer SC,NA,TuS 82 Opladen,27:32,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
77,17.12.16,19:45,Weidener TV,NA,TV Aldekerk,22:24,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
71,18.12.16,16:00,TuSEM Essen II,NA,HSG Rheinbach-Wormersdorf,29:27,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
72,18.12.16,17:00,HC Wölfe Nordrhein,NA,ART Düsseldorf,22:22,1:1,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
73,18.12.16,17:00,HSG Bergische Panther,NA,TSV Bonn rrh.,30:26,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
79,14.01.17,19:00,HSG Rheinbach-Wormersdorf,NA,HC Wölfe Nordrhein,31:21,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
83,14.01.17,19:15,TuS 82 Opladen,NA,Bergischer HC II,30:33,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
78,14.01.17,19:30,TV Aldekerk,NA,TuSEM Essen II,35:33,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
81,14.01.17,19:30,TSV Bonn rrh.,NA,TV Jahn Köln-Wahn,21:26,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
82,14.01.17,19:30,VfB Homberg,NA,Pulheimer SC,24:23,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
84,14.01.17,19:30,Borussia M´gladbach,NA,Weidener TV,25:26,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
80,15.01.17,17:00,HSG Bergische Panther,NA,ART Düsseldorf,31:24,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
87,19.01.17,20:00,HSG Bergische Panther,NA,HSG Rheinbach-Wormersdorf,29:21,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
88,21.01.17,18:30,TV Jahn Köln-Wahn,NA,ART Düsseldorf,28:27,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
89,21.01.17,19:30,Pulheimer SC,NA,TSV Bonn rrh.,27:31,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
91,21.01.17,19:30,Borussia M´gladbach,NA,TuS 82 Opladen,24:30,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
85,22.01.17,16:00,TuSEM Essen II,NA,Weidener TV,26:25,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
86,22.01.17,17:00,HC Wölfe Nordrhein,NA,TV Aldekerk,30:30,1:1,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
90,22.01.17,17:00,Bergischer HC II,NA,VfB Homberg,28:26,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
95,28.01.17,18:30,TV Jahn Köln-Wahn,NA,HSG Rheinbach-Wormersdorf,18:24,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
93,28.01.17,19:15,TuS 82 Opladen,NA,Weidener TV,27:32,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
96,28.01.17,19:30,Pulheimer SC,NA,ART Düsseldorf,29:32,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
97,28.01.17,19:30,Bergischer HC II,NA,TSV Bonn rrh.,28:27,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
98,28.01.17,19:30,Borussia M´gladbach,NA,VfB Homberg,22:26,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
92,29.01.17,17:00,HC Wölfe Nordrhein,NA,TuSEM Essen II,26:30,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
94,29.01.17,17:00,HSG Bergische Panther,NA,TV Aldekerk,28:19,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
102,04.02.17,19:00,HSG Rheinbach-Wormersdorf,NA,Pulheimer SC,31:23,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
103,04.02.17,19:00,ART Düsseldorf,NA,Bergischer HC II,28:27,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
101,04.02.17,19:30,TV Aldekerk,NA,TV Jahn Köln-Wahn,31:33,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
104,04.02.17,19:30,TSV Bonn rrh.,NA,Borussia M´gladbach,34:22,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
100,04.02.17,19:45,Weidener TV,NA,HC Wölfe Nordrhein,27:27,1:1,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
99,04.02.17,20:00,TuSEM Essen II,NA,HSG Bergische Panther,26:30,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
105,05.02.17,16:00,VfB Homberg,NA,TuS 82 Opladen,19:28,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
106,11.02.17,18:30,TV Jahn Köln-Wahn,NA,TuSEM Essen II,29:30,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
112,11.02.17,19:15,TuS 82 Opladen,NA,TSV Bonn rrh.,27:25,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
109,11.02.17,19:30,Pulheimer SC,NA,TV Aldekerk,30:34,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
111,11.02.17,19:30,Borussia M´gladbach,NA,ART Düsseldorf,33:32,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
108,12.02.17,16:00,VfB Homberg,NA,Weidener TV,29:32,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
107,12.02.17,17:00,HSG Bergische Panther,NA,HC Wölfe Nordrhein,34:29,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
110,12.02.17,18:00,Bergischer HC II,NA,HSG Rheinbach-Wormersdorf,26:28,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
117,18.02.17,19:00,HSG Rheinbach-Wormersdorf,NA,Borussia M´gladbach,22:22,1:1,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
118,18.02.17,19:00,ART Düsseldorf,NA,TuS 82 Opladen,22:25,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
116,18.02.17,19:30,TV Aldekerk,NA,Bergischer HC II,36:29,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
119,18.02.17,19:30,TSV Bonn rrh.,NA,VfB Homberg,23:22,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
115,18.02.17,19:45,Weidener TV,NA,HSG Bergische Panther,22:24,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
113,19.02.17,12:00,TuSEM Essen II,NA,Pulheimer SC,31:28,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
114,19.02.17,17:00,HC Wölfe Nordrhein,NA,TV Jahn Köln-Wahn,20:29,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
122,04.03.17,18:30,TV Jahn Köln-Wahn,NA,HSG Bergische Panther,31:34,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
125,04.03.17,19:15,TuS 82 Opladen,NA,HSG Rheinbach-Wormersdorf,28:25,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
121,04.03.17,19:30,Pulheimer SC,NA,HC Wölfe Nordrhein,26:25,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
123,04.03.17,19:30,TSV Bonn rrh.,NA,Weidener TV,29:25,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
124,04.03.17,19:30,Borussia M´gladbach,NA,TV Aldekerk,28:25,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
126,05.03.17,16:00,VfB Homberg,NA,ART Düsseldorf,29:27,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
120,05.03.17,17:00,Bergischer HC II,NA,TuSEM Essen II,28:28,1:1,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
132,11.03.17,19:00,HSG Rheinbach-Wormersdorf,NA,VfB Homberg,31:25,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
133,11.03.17,19:00,ART Düsseldorf,NA,TSV Bonn rrh.,27:32,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
131,11.03.17,19:30,TV Aldekerk,NA,TuS 82 Opladen,30:26,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
130,11.03.17,19:45,Weidener TV,NA,TV Jahn Köln-Wahn,25:28,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
127,12.03.17,16:00,TuSEM Essen II,NA,Borussia M´gladbach,27:36,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
128,12.03.17,17:00,HC Wölfe Nordrhein,NA,Bergischer HC II,26:20,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
129,12.03.17,17:00,HSG Bergische Panther,NA,Pulheimer SC,27:19,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
139,18.03.17,18:30,VfB Homberg,NA,TV Aldekerk,27:45,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
136,18.03.17,19:00,Bergischer HC II,NA,HSG Bergische Panther,25:31,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
138,18.03.17,19:00,ART Düsseldorf,NA,Weidener TV,29:23,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
134,18.03.17,19:15,TuS 82 Opladen,NA,TuSEM Essen II,34:30,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
135,18.03.17,19:30,Borussia M´gladbach,NA,HC Wölfe Nordrhein,22:23,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
137,18.03.17,19:30,Pulheimer SC,NA,TV Jahn Köln-Wahn,32:36,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
140,18.03.17,19:30,TSV Bonn rrh.,NA,HSG Rheinbach-Wormersdorf,26:26,1:1,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
144,25.03.17,18:30,TV Jahn Köln-Wahn,NA,Bergischer HC II,29:33,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
147,25.03.17,19:00,HSG Rheinbach-Wormersdorf,NA,ART Düsseldorf,29:22,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
146,25.03.17,19:30,TV Aldekerk,NA,TSV Bonn rrh.,37:25,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
145,25.03.17,19:45,Weidener TV,NA,Pulheimer SC,29:29,1:1,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
141,26.03.17,16:00,TuSEM Essen II,NA,VfB Homberg,23:33,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
142,26.03.17,17:00,HC Wölfe Nordrhein,NA,TuS 82 Opladen,25:25,1:1,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
143,26.03.17,17:00,HSG Bergische Panther,NA,Borussia M´gladbach,22:18,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
149,01.04.17,19:00,VfB Homberg,NA,HC Wölfe Nordrhein,23:20,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
153,01.04.17,19:00,HSG Rheinbach-Wormersdorf,NA,Weidener TV,30:21,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
154,01.04.17,19:00,ART Düsseldorf,NA,TV Aldekerk,29:30,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
150,01.04.17,19:15,TuS 82 Opladen,NA,HSG Bergische Panther,25:28,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
148,01.04.17,19:30,TSV Bonn rrh.,NA,TuSEM Essen II,29:23,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
151,01.04.17,19:30,Borussia M´gladbach,NA,TV Jahn Köln-Wahn,22:25,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
152,02.04.17,17:00,Bergischer HC II,NA,Pulheimer SC,37:26,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
158,08.04.17,18:30,TV Jahn Köln-Wahn,NA,TuS 82 Opladen,31:25,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
159,08.04.17,19:30,Pulheimer SC,NA,Borussia M´gladbach,27:26,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
161,08.04.17,19:30,TV Aldekerk,NA,HSG Rheinbach-Wormersdorf,30:28,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
160,08.04.17,19:45,Weidener TV,NA,Bergischer HC II,30:23,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
155,09.04.17,16:00,TuSEM Essen II,NA,ART Düsseldorf,35:27,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
157,09.04.17,17:00,HSG Bergische Panther,NA,VfB Homberg,26:18,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
156,25.04.17,20:15,HC Wölfe Nordrhein,NA,TSV Bonn rrh.,24:32,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
166,29.04.17,17:00,TuS 82 Opladen,NA,Pulheimer SC,31:26,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
165,29.04.17,18:30,VfB Homberg,NA,TV Jahn Köln-Wahn,25:28,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
162,29.04.17,19:00,HSG Rheinbach-Wormersdorf,NA,TuSEM Essen II,29:32,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
163,29.04.17,19:00,ART Düsseldorf,NA,HC Wölfe Nordrhein,26:29,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
164,29.04.17,19:30,TSV Bonn rrh.,NA,HSG Bergische Panther,24:23,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
167,29.04.17,19:30,Borussia M´gladbach,NA,Bergischer HC II,31:25,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
168,29.04.17,19:30,TV Aldekerk,NA,Weidener TV,30:30,1:1,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
174,06.05.17,17:45,Bergischer HC II,NA,TuS 82 Opladen,29:32,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
172,06.05.17,18:30,TV Jahn Köln-Wahn,NA,TSV Bonn rrh.,24:22,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
171,06.05.17,19:00,ART Düsseldorf,NA,HSG Bergische Panther,32:27,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
175,06.05.17,19:45,Weidener TV,NA,Borussia M´gladbach,30:31,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
170,07.05.17,17:00,HC Wölfe Nordrhein,NA,HSG Rheinbach-Wormersdorf,24:29,0:2,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
173,07.05.17,17:00,Pulheimer SC,NA,VfB Homberg,32:31,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
169,07.05.17,18:15,TuSEM Essen II,NA,TV Aldekerk,35:34,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
181,13.05.17,18:30,VfB Homberg,NA,Bergischer HC II,26:26,1:1,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
178,13.05.17,19:00,HSG Rheinbach-Wormersdorf,NA,HSG Bergische Panther,22:22,1:1,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
179,13.05.17,19:00,ART Düsseldorf,NA,TV Jahn Köln-Wahn,34:32,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
182,13.05.17,19:15,TuS 82 Opladen,NA,Borussia M´gladbach,31:29,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
177,13.05.17,19:30,TV Aldekerk,NA,HC Wölfe Nordrhein,38:20,2:0,NA,NA,2016/2017,1. Herren,Nordrheinliga,4,34,18
